&bc
headings_d ='timestep',          'time',          'pf',          'amm',          'nit',                    'frp',                    'no2',                    'salinity',                    'so4',                    'dic',                    'h2s',                    'n2o'
                                    958,                    958,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    959,                    959,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    960,                    960,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    961,                    961,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    962,                    962,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    963,                    963,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    964,                    964,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    965,                    965,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    966,                    966,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    967,                    967,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    968,                    968,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    969,                    969,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    970,                    970,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    971,                    971,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    972,                    972,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    973,                    973,                    574,                    40.42,                    40,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    974,                    974,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    975,                    975,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    976,                    976,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    977,                    977,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    978,                    978,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    979,                    979,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    980,                    980,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    981,                    981,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    982,                    982,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    983,                    983,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    984,                    984,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    985,                    985,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    986,                    986,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    987,                    987,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    988,                    988,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    989,                    989,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    990,                    990,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    991,                    991,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    992,                    992,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    993,                    993,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    994,                    994,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    995,                    995,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    996,                    996,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    997,                    997,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    998,                    998,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    999,                    999,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1000,                    1000,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1001,                    1001,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1002,                    1002,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1003,                    1003,                    541,                    39.774,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1004,                    1004,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1005,                    1005,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1006,                    1006,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1007,                    1007,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1008,                    1008,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1009,                    1009,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1010,                    1010,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1011,                    1011,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1012,                    1012,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1013,                    1013,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1014,                    1014,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1015,                    1015,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1016,                    1016,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1017,                    1017,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1018,                    1018,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1019,                    1019,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1020,                    1020,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1021,                    1021,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1022,                    1022,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1023,                    1023,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1024,                    1024,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1025,                    1025,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1026,                    1026,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1027,                    1027,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1028,                    1028,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1029,                    1029,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1030,                    1030,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1031,                    1031,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1032,                    1032,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1033,                    1033,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1034,                    1034,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1035,                    1035,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1036,                    1036,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1037,                    1037,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1038,                    1038,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1039,                    1039,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1040,                    1040,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1041,                    1041,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1042,                    1042,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1043,                    1043,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1044,                    1044,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1045,                    1045,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1046,                    1046,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1047,                    1047,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1048,                    1048,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1049,                    1049,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1050,                    1050,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1051,                    1051,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1052,                    1052,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1053,                    1053,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1054,                    1054,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1055,                    1055,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1056,                    1056,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1057,                    1057,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1058,                    1058,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1059,                    1059,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1060,                    1060,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1061,                    1061,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1062,                    1062,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1063,                    1063,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1064,                    1064,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1065,                    1065,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1066,                    1066,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1067,                    1067,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1068,                    1068,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1069,                    1069,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1070,                    1070,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1071,                    1071,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1072,                    1072,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1073,                    1073,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1074,                    1074,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1075,                    1075,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1076,                    1076,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1077,                    1077,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1078,                    1078,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1079,                    1079,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1080,                    1080,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1081,                    1081,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1082,                    1082,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1083,                    1083,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1084,                    1084,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1085,                    1085,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1086,                    1086,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1087,                    1087,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1088,                    1088,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1089,                    1089,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1090,                    1090,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1091,                    1091,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1092,                    1092,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1093,                    1093,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1094,                    1094,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
