&bc
headings_d ='timestep',          'time',          'pf',          'amm',          'nit',                    'frp',                    'no2',                    'salinity',                    'so4',                    'dic',                    'h2s',                    'n2o'
                                    293,                    293,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    294,                    294,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    295,                    295,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    296,                    296,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    297,                    297,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    298,                    298,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    299,                    299,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    300,                    300,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    301,                    301,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    302,                    302,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    303,                    303,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    304,                    304,                    579,                    39.5,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    305,                    305,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    306,                    306,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    307,                    307,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    308,                    308,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    309,                    309,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    310,                    310,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    311,                    311,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    312,                    312,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    313,                    313,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    314,                    314,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    315,                    315,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    316,                    316,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    317,                    317,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    318,                    318,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    319,                    319,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    320,                    320,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    321,                    321,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    322,                    322,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    323,                    323,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    324,                    324,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    325,                    325,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    326,                    326,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    327,                    327,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    328,                    328,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    329,                    329,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    330,                    330,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    331,                    331,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    332,                    332,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    333,                    333,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    334,                    334,                    485,                    38.441,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    335,                    335,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    336,                    336,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    337,                    337,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    338,                    338,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    339,                    339,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    340,                    340,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    341,                    341,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    342,                    342,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    343,                    343,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    344,                    344,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    345,                    345,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    346,                    346,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    347,                    347,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    348,                    348,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    349,                    349,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    350,                    350,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    351,                    351,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    352,                    352,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    353,                    353,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    354,                    354,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    355,                    355,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    356,                    356,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    357,                    357,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    358,                    358,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    359,                    359,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    360,                    360,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    361,                    361,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    362,                    362,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    363,                    363,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    364,                    364,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    365,                    365,                    449,                    37.502,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    366,                    366,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    367,                    367,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    368,                    368,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    369,                    369,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    370,                    370,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    371,                    371,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    372,                    372,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    373,                    373,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    374,                    374,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    375,                    375,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    376,                    376,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    377,                    377,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    378,                    378,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    379,                    379,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    380,                    380,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    381,                    381,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    382,                    382,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    383,                    383,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    384,                    384,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    385,                    385,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    386,                    386,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    387,                    387,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    388,                    388,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    389,                    389,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    390,                    390,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    391,                    391,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    392,                    392,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    393,                    393,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    394,                    394,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    395,                    395,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    396,                    396,                    404,                    37.065,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    397,                    397,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    398,                    398,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    399,                    399,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    400,                    400,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    401,                    401,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    402,                    402,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    403,                    403,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    404,                    404,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    405,                    405,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    406,                    406,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    407,                    407,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    408,                    408,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    409,                    409,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    410,                    410,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    411,                    411,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    412,                    412,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    413,                    413,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    414,                    414,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    415,                    415,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    416,                    416,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    417,                    417,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    418,                    418,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    419,                    419,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    420,                    420,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    421,                    421,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    422,                    422,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    423,                    423,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    424,                    424,                    334,                    36.954,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    425,                    425,                    345,                    37.232,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    426,                    426,                    345,                    37.232,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    427,                    427,                    345,                    37.232,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    428,                    428,                    345,                    37.232,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    429,                    429,                    345,                    37.232,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    430,                    430,                    345,                    37.232,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
