&bc
headings1 = 'timestep',    'time',    'oxy',    'amm',    'frp',    'poml',    'pomr',    'so4',    'nit',    'no2',    'salinity',    'pomspecial'
3590,    2542.39999999975,    216.8113,    3.1166,    0.2832,    8514.72,    2128.68,    32301.9,    1.10502,    0.47358,    35891,    0
3591,    2542.59999999975,    215.7293,    3.1117,    0.2813,    8488.44,    2122.11,    32342.04,    1.10901,    0.47529,    35935.6,    0
3592,    2542.79999999975,    216.1492,    3.1159,    0.2811,    8657.8,    2164.45,    32332.68,    1.19791,    0.51339,    35925.2,    0
3593,    2542.99999999975,    215.4382,    3.1242,    0.2831,    8795.04,    2198.76,    32330.61,    1.2068,    0.5172,    35922.9,    0
3594,    2543.19999999975,    213.7854,    3.1375,    0.2861,    8946.88,    2236.72,    32337.9,    1.1627,    0.4983,    35931,    0
3595,    2543.39999999974,    213.878,    3.1456,    0.2873,    8993.6,    2248.4,    32325.84,    1.1851,    0.5079,    35917.6,    0
3596,    2543.59999999974,    213.5018,    3.1859,    0.2911,    8984.84,    2246.21,    32326.29,    1.1606,    0.4974,    35918.1,    0
3597,    2543.79999999974,    210.9664,    3.1936,    0.2916,    8879.72,    2219.93,    32344.38,    1.16662,    0.49998,    35938.2,    0
3598,    2543.99999999974,    210.2445,    3.2161,    0.2911,    8827.16,    2206.79,    32350.32,    1.19098,    0.51042,    35944.8,    0
3599,    2544.19999999974,    208.5193,    3.231,    0.2918,    8941.04,    2235.26,    32356.53,    1.17236,    0.50244,    35951.7,    0
3600,    2544.39999999974,    209.3743,    3.239,    0.29,    9235.96,    2308.99,    32365.89,    1.16683,    0.50007,    35962.1,    0
3601,    2544.59999999974,    209.6746,    3.2323,    0.2894,    9326.48,    2331.62,    32373.99,    1.17299,    0.50271,    35971.1,    0
3602,    2544.79999999974,    210.3964,    3.2465,    0.2907,    9288.52,    2322.13,    32370.39,    1.18937,    0.50973,    35967.1,    0
3603,    2544.99999999974,    209.7594,    3.2616,    0.2935,    9233.04,    2308.26,    32368.5,    1.15724,    0.49596,    35965,    0
3604,    2545.19999999974,    208.4669,    3.2705,    0.2957,    9174.64,    2293.66,    32372.1,    1.12973,    0.48417,    35969,    0
3605,    2545.39999999974,    207.1595,    3.2719,    0.2972,    9279.76,    2319.94,    32368.05,    1.12112,    0.48048,    35964.5,    0
3606,    2545.59999999974,    207.9752,    3.2418,    0.2952,    9443.28,    2360.82,    32366.7,    1.15003,    0.49287,    35963,    0
3607,    2545.79999999974,    209.7818,    3.1769,    0.2896,    9422.84,    2355.71,    32369.58,    1.20491,    0.51639,    35966.2,    0
3608,    2545.99999999974,    210.4956,    3.1202,    0.2882,    9478.32,    2369.58,    32341.95,    1.20792,    0.51768,    35935.5,    0
3609,    2546.19999999974,    208.4823,    3.1686,    0.2933,    9344,    2336,    32371.56,    1.1424,    0.4896,    35968.4,    0
3610,    2546.39999999974,    207.82,    3.1731,    0.295,    9276.84,    2319.21,    32389.29,    1.14562,    0.49098,    35988.1,    0
3611,    2546.59999999974,    205.8729,    3.1941,    0.2976,    9247.64,    2311.91,    32393.07,    1.14744,    0.49176,    35992.3,    0
3612,    2546.79999999974,    203.9089,    3.2063,    0.301,    9306.04,    2326.51,    32399.55,    1.11034,    0.47586,    35999.5,    0
3613,    2546.99999999974,    207.2771,    3.118,    0.2974,    9525.04,    2381.26,    32395.68,    1.25041,    0.53589,    35995.2,    0
3614,    2547.19999999974,    226.3455,    2.7161,    0.3053,    9898.8,    2474.7,    31795.92,    1.49849,    0.64221,    35328.8,    0
3615,    2547.39999999974,    227.4041,    2.7027,    0.3076,    9855,    2463.75,    31800.96,    1.51361,    0.64869,    35334.4,    0
3616,    2547.59999999974,    228.3304,    2.7041,    0.3078,    9723.6,    2430.9,    31824.18,    1.52236,    0.65244,    35360.2,    0
3617,    2547.79999999974,    228.4399,    2.7178,    0.3091,    9671.04,    2417.76,    31833.9,    1.56058,    0.66882,    35371,    0
3618,    2547.99999999974,    227.774,    2.7451,    0.3129,    9557.16,    2389.29,    31819.59,    1.62561,    0.69669,    35355.1,    0
3619,    2548.19999999974,    226.6125,    2.7623,    0.3158,    9665.2,    2416.3,    31816.89,    1.60825,    0.68925,    35352.1,    0
3620,    2548.39999999974,    225.1489,    2.7797,    0.3188,    9790.76,    2447.69,    31816.8,    1.57864,    0.67656,    35352,    0
3621,    2548.59999999974,    223.7031,    2.8015,    0.3162,    9767.4,    2441.85,    31870.89,    1.57549,    0.67521,    35412.1,    0
3622,    2548.79999999974,    222.6324,    2.9027,    0.3107,    9568.84,    2392.21,    32020.92,    1.56786,    0.67194,    35578.8,    0
3623,    2548.99999999974,    221.8737,    2.8899,    0.3074,    9361.52,    2340.38,    32120.73,    1.56807,    0.67203,    35689.7,    0
3624,    2549.19999999974,    220.6827,    2.8925,    0.307,    9376.12,    2344.03,    32157,    1.55925,    0.66825,    35730,    0
3625,    2549.39999999974,    218.6139,    2.9232,    0.3096,    9533.8,    2383.45,    32170.95,    1.52698,    0.65442,    35745.5,    0
3626,    2549.59999999974,    216.5711,    2.9484,    0.3128,    9481.24,    2370.31,    32173.83,    1.49436,    0.64044,    35748.7,    0
3627,    2549.79999999974,    215.5604,    2.96,    0.316,    9405.32,    2351.33,    32168.97,    1.46349,    0.62721,    35743.3,    0
3628,    2549.99999999974,    213.657,    2.9752,    0.3166,    9317.72,    2329.43,    32172.93,    1.47602,    0.63258,    35747.7,    0
3629,    2550.19999999974,    212.6503,    2.9963,    0.315,    9262.24,    2315.56,    32192.82,    1.49443,    0.64047,    35769.8,    0
3630,    2550.39999999974,    212.5523,    2.9934,    0.3186,    9396.56,    2349.14,    32159.79,    1.449,    0.621,    35733.1,    0
3631,    2550.59999999974,    225.2567,    2.7206,    0.3098,    9989.32,    2497.33,    31713.93,    1.50311,    0.64419,    35237.7,    0
3632,    2550.79999999974,    225.2239,    2.7129,    0.3089,    9939.68,    2484.92,    31699.35,    1.5057,    0.6453,    35221.5,    0
3633,    2550.99999999974,    224.723,    2.6989,    0.3088,    9860.84,    2465.21,    31704.75,    1.53454,    0.65766,    35227.5,    0
3634,    2551.19999999974,    223.7666,    2.6866,    0.3104,    9954.28,    2488.57,    31699.98,    1.51655,    0.64995,    35222.2,    0
3635,    2551.39999999974,    218.9116,    2.7483,    0.3165,    10106.12,    2526.53,    31759.02,    1.44529,    0.61941,    35287.8,    0
3636,    2551.59999999974,    215.7999,    2.853,    0.3232,    9974.72,    2493.68,    31861.26,    1.42044,    0.60876,    35401.4,    0
3637,    2551.79999999974,    227.2793,    2.681,    0.3073,    10038.96,    2509.74,    31638.42,    1.50619,    0.64551,    35153.8,    0
3638,    2551.99999999974,    227.8008,    2.6715,    0.3062,    9942.6,    2485.65,    31625.46,    1.49247,    0.63963,    35139.4,    0
3639,    2552.19999999974,    228.3069,    2.6744,    0.3067,    9767.4,    2441.85,    31618.8,    1.49457,    0.64053,    35132,    0
3640,    2552.39999999974,    228.7104,    2.6911,    0.3092,    9580.52,    2395.13,    31625.64,    1.52313,    0.65277,    35139.6,    0
3641,    2552.59999999974,    229.8903,    2.7012,    0.3119,    9580.52,    2395.13,    31644.99,    1.56758,    0.67182,    35161.1,    0
3642,    2552.79999999974,    231.3986,    2.7074,    0.3146,    9729.44,    2432.36,    31658.13,    1.61714,    0.69306,    35175.7,    0
3643,    2552.99999999974,    232.6238,    2.7307,    0.3174,    9618.48,    2404.62,    31666.68,    1.66782,    0.71478,    35185.2,    0
3644,    2553.19999999974,    233.3814,    2.7305,    0.3156,    9574.68,    2393.67,    31672.26,    1.64213,    0.70377,    35191.4,    0
3645,    2553.39999999974,    233.969,    2.7092,    0.3113,    9644.76,    2411.19,    31669.65,    1.58312,    0.67848,    35188.5,    0
3646,    2553.59999999974,    234.5833,    2.6909,    0.3071,    9697.32,    2424.33,    31664.7,    1.52684,    0.65436,    35183,    0
3647,    2553.79999999974,    235.319,    2.6459,    0.3,    10001,    2500.25,    31659.57,    1.44515,    0.61935,    35177.3,    0
3648,    2553.99999999974,    235.7413,    2.5861,    0.2907,    10409.8,    2602.45,    31657.5,    1.35058,    0.57882,    35175,    0
3649,    2554.19999999974,    235.6256,    2.592,    0.2884,    10389.36,    2597.34,    31662.45,    1.34092,    0.57468,    35180.5,    0
3650,    2554.39999999973,    235.3134,    2.6708,    0.295,    10117.8,    2529.45,    31671.18,    1.42793,    0.61197,    35190.2,    0
3651,    2554.59999999973,    234.9317,    2.7272,    0.2999,    9957.2,    2489.3,    31674.78,    1.48848,    0.63792,    35194.2,    0
3652,    2554.79999999973,    234.4976,    2.7705,    0.3033,    9834.56,    2458.64,    31676.85,    1.53013,    0.65577,    35196.5,    0
3653,    2554.99999999973,    233.6249,    2.7972,    0.306,    9948.44,    2487.11,    31678.02,    1.53342,    0.65718,    35197.8,    0
3654,    2555.19999999973,    232.5931,    2.7941,    0.3083,    10228.76,    2557.19,    31676.67,    1.49695,    0.64155,    35196.3,    0
3655,    2555.39999999973,    232.5825,    2.7947,    0.3116,    10406.88,    2601.72,    31672.89,    1.51907,    0.65103,    35192.1,    0
3656,    2555.59999999973,    231.0731,    2.8304,    0.3154,    10439,    2609.75,    31672.53,    1.53181,    0.65649,    35191.7,    0
3657,    2555.79999999973,    229.2915,    2.854,    0.3185,    10468.2,    2617.05,    31672.26,    1.53811,    0.65919,    35191.4,    0
3658,    2555.99999999973,    229.1404,    2.8756,    0.3215,    10398.12,    2599.53,    31671.18,    1.58669,    0.68001,    35190.2,    0
3659,    2556.19999999973,    229.9821,    2.8761,    0.3224,    10187.88,    2546.97,    31670.28,    1.67083,    0.71607,    35189.2,    0
3660,    2556.39999999973,    230.2962,    2.8693,    0.3233,    10333.88,    2583.47,    31670.55,    1.67636,    0.71844,    35189.5,    0
3661,    2556.59999999973,    229.3417,    2.8768,    0.3258,    10482.8,    2620.7,    31670.91,    1.65578,    0.70962,    35189.9,    0
3662,    2556.79999999973,    228.4896,    2.8763,    0.3268,    10474.04,    2618.51,    31673.61,    1.67013,    0.71577,    35192.9,    0
3663,    2556.99999999973,    226.9339,    2.9044,    0.3306,    10585,    2646.25,    31689.72,    1.61917,    0.69393,    35210.8,    0
3664,    2557.19999999973,    225.5371,    2.9236,    0.3318,    10401.04,    2600.26,    31736.97,    1.61315,    0.69135,    35263.3,    0
3665,    2557.39999999973,    226.8599,    2.8382,    0.3192,    10357.24,    2589.31,    31831.38,    1.60006,    0.68574,    35368.2,    0
3666,    2557.59999999973,    230.9689,    2.7626,    0.3119,    10479.88,    2619.97,    31695.57,    1.62316,    0.69564,    35217.3,    0
3667,    2557.79999999973,    230.6245,    2.7098,    0.3035,    10532.44,    2633.11,    31658.58,    1.53342,    0.65718,    35176.2,    0
3668,    2557.99999999973,    230.9743,    2.6857,    0.2985,    10471.12,    2617.78,    31657.5,    1.47973,    0.63417,    35175,    0
3669,    2558.19999999973,    231.0659,    2.6634,    0.2933,    10380.6,    2595.15,    31663.62,    1.43024,    0.61296,    35181.8,    0
3670,    2558.39999999973,    231.5795,    2.6769,    0.2919,    10199.56,    2549.89,    31671.63,    1.43752,    0.61608,    35190.7,    0
3671,    2558.59999999973,    231.7739,    2.7265,    0.2992,    10217.08,    2554.27,    31679.19,    1.52761,    0.65469,    35199.1,    0
3672,    2558.79999999973,    231.6752,    2.7603,    0.3069,    10401.04,    2600.26,    31690.53,    1.60636,    0.68844,    35211.7,    0
3673,    2558.99999999973,    231.3764,    2.7578,    0.3085,    10579.16,    2644.79,    31695.03,    1.62421,    0.69609,    35216.7,    0
3674,    2559.19999999973,    230.5767,    2.755,    0.3088,    10675.52,    2668.88,    31695.84,    1.59943,    0.68547,    35217.6,    0
3675,    2559.39999999973,    229.5674,    2.7654,    0.3083,    10485.72,    2621.43,    31686.21,    1.55323,    0.66567,    35206.9,    0
3676,    2559.59999999973,    228.4365,    2.8481,    0.3098,    10456.52,    2614.13,    31746.6,    1.54973,    0.66417,    35274,    0
3677,    2559.79999999973,    226.9122,    3.1138,    0.3012,    10453.6,    2613.4,    31901.85,    1.48785,    0.63765,    35446.5,    0
3678,    2559.99999999973,    224.5417,    3.2821,    0.2912,    10465.28,    2616.32,    32029.83,    1.40441,    0.60189,    35588.7,    0
3679,    2560.19999999973,    223.6352,    3.2977,    0.2938,    10552.88,    2638.22,    32037.57,    1.37851,    0.59079,    35597.3,    0
3680,    2560.39999999973,    223.3634,    3.3025,    0.2941,    10424.4,    2606.1,    32044.86,    1.37368,    0.58872,    35605.4,    0
3681,    2560.59999999973,    221.2256,    3.3317,    0.2979,    10459.44,    2614.86,    32049.54,    1.32356,    0.56724,    35610.6,    0
3682,    2560.79999999973,    219.5019,    3.348,    0.2997,    10342.64,    2585.66,    32066.1,    1.28338,    0.55002,    35629,    0
3683,    2560.99999999973,    219.1043,    3.3085,    0.2965,    10366,    2591.5,    32102.64,    1.28408,    0.55032,    35669.6,    0
3684,    2561.19999999973,    218.6022,    3.2609,    0.2929,    10547.04,    2636.76,    32159.16,    1.26826,    0.54354,    35732.4,    0
3685,    2561.39999999973,    217.2229,    3.2821,    0.2964,    10532.44,    2633.11,    32158.89,    1.24054,    0.53166,    35732.1,    0
3686,    2561.59999999973,    217.4021,    3.2857,    0.2993,    10549.96,    2637.49,    32147.55,    1.25363,    0.53727,    35719.5,    0
3687,    2561.79999999973,    215.4994,    3.2322,    0.3058,    10482.8,    2620.7,    32053.77,    1.28933,    0.55257,    35615.3,    0
3688,    2561.99999999973,    214.8035,    3.2331,    0.3083,    10485.72,    2621.43,    32077.17,    1.23942,    0.53118,    35641.3,    0
3689,    2562.19999999973,    215.2953,    3.27,    0.3073,    10512,    2628,    32139.81,    1.24005,    0.53145,    35710.9,    0
3690,    2562.39999999973,    215.2196,    3.2627,    0.3073,    10625.88,    2656.47,    32145.48,    1.2726,    0.5454,    35717.2,    0
3691,    2562.59999999973,    219.3946,    2.8234,    0.3094,    11338.36,    2834.59,    31782.33,    1.47462,    0.63198,    35313.7,    0
3692,    2562.79999999973,    222.4474,    2.8079,    0.3093,    11423.04,    2855.76,    31721.31,    1.55519,    0.66651,    35245.9,    0
3693,    2562.99999999973,    222.8437,    2.8335,    0.3076,    11352.96,    2838.24,    31735.71,    1.55064,    0.66456,    35261.9,    0
3694,    2563.19999999973,    214.2728,    3.2329,    0.3098,    10868.24,    2717.06,    32087.07,    1.38558,    0.59382,    35652.3,    0
3695,    2563.39999999973,    212.6073,    3.3428,    0.3063,    10897.44,    2724.36,    32141.61,    1.34211,    0.57519,    35712.9,    0
3696,    2563.59999999973,    212.1451,    3.436,    0.3049,    11011.32,    2752.83,    32150.43,    1.30249,    0.55821,    35722.7,    0
3697,    2563.79999999973,    211.3248,    3.4555,    0.3081,    11011.32,    2752.83,    32138.64,    1.28877,    0.55233,    35709.6,    0
3698,    2563.99999999973,    212.3752,    3.642,    0.2978,    10999.64,    2749.91,    32152.59,    1.23914,    0.53106,    35725.1,    0
3699,    2564.19999999973,    209.5623,    3.5954,    0.2981,    10926.64,    2731.66,    32153.76,    1.23739,    0.53031,    35726.4,    0
3700,    2564.39999999973,    208.77,    3.5299,    0.2946,    10970.44,    2742.61,    32158.08,    1.20624,    0.51696,    35731.2,    0
3701,    2564.59999999973,    207.9913,    3.4105,    0.2921,    11259.52,    2814.88,    32172.48,    1.13806,    0.48774,    35747.2,    0
3702,    2564.79999999973,    208.2588,    3.27,    0.2902,    11677.08,    2919.27,    32193.9,    1.08059,    0.46311,    35771,    0
3703,    2564.99999999973,    208.5092,    3.242,    0.2913,    11755.92,    2938.98,    32196.69,    1.08878,    0.46662,    35774.1,    0
3704,    2565.19999999973,    209.4417,    3.1872,    0.2926,    11741.32,    2935.33,    32202.36,    1.09466,    0.46914,    35780.4,    0
3705,    2565.39999999972,    208.822,    3.1255,    0.2933,    11627.44,    2906.86,    32227.47,    1.07765,    0.46185,    35808.3,    0
3706,    2565.59999999972,    206.9509,    3.0841,    0.2927,    11504.8,    2876.2,    32246.55,    1.09746,    0.47034,    35829.5,    0
3707,    2565.79999999972,    205.9448,    3.0344,    0.2905,    11487.28,    2871.82,    32274.9,    1.10579,    0.47391,    35861,    0
3708,    2565.99999999972,    205.0516,    2.9833,    0.2869,    11522.32,    2880.58,    32318.19,    1.10439,    0.47331,    35909.1,    0
3709,    2566.19999999972,    209.5386,    2.9508,    0.2937,    12071.28,    3017.82,    32158.44,    1.1907,    0.5103,    35731.6,    0
3710,    2566.39999999972,    219.0971,    2.796,    0.2998,    12885.96,    3221.49,    31877.37,    1.32055,    0.56595,    35419.3,    0
3711,    2566.59999999972,    224.0522,    2.7161,    0.302,    12953.12,    3238.28,    31786.38,    1.37102,    0.58758,    35318.2,    0
3712,    2566.79999999972,    226.1675,    2.6986,    0.3053,    12923.92,    3230.98,    31744.53,    1.38859,    0.59511,    35271.7,    0
3713,    2566.99999999972,    227.7668,    2.6503,    0.3015,    13242.2,    3310.55,    31721.31,    1.32083,    0.56607,    35245.9,    0
3714,    2567.19999999972,    228.9282,    2.6192,    0.2969,    13502.08,    3375.52,    31696.29,    1.26056,    0.54024,    35218.1,    0
3715,    2567.39999999972,    230.5207,    2.6017,    0.2921,    13627.64,    3406.91,    31690.98,    1.20253,    0.51537,    35212.2,    0
3716,    2567.59999999972,    231.6112,    2.604,    0.2903,    13507.92,    3376.98,    31690.53,    1.1802,    0.5058,    35211.7,    0
3717,    2567.79999999972,    232.4953,    2.6127,    0.289,    13326.88,    3331.72,    31684.77,    1.16767,    0.50043,    35205.3,    0
3718,    2567.99999999972,    232.8554,    2.6293,    0.2862,    13029.04,    3257.26,    31690.98,    1.15458,    0.49482,    35212.2,    0
3719,    2568.19999999972,    232.4823,    2.662,    0.2907,    13052.4,    3263.1,    31698.36,    1.21723,    0.52167,    35220.4,    0
3720,    2568.39999999972,    231.329,    2.7408,    0.2998,    12929.76,    3232.44,    31713.39,    1.35548,    0.58092,    35237.1,    0
3721,    2568.59999999972,    230.1498,    2.7906,    0.3057,    12845.08,    3211.27,    31728.24,    1.44214,    0.61806,    35253.6,    0
3722,    2568.79999999972,    229.1196,    2.8268,    0.3102,    12737.04,    3184.26,    31739.31,    1.50073,    0.64317,    35265.9,    0
3723,    2568.99999999972,    228.49,    2.84,    0.3124,    12681.56,    3170.39,    31742.1,    1.51662,    0.64998,    35269,    0
3724,    2569.19999999972,    228.7407,    2.7853,    0.3046,    12900.56,    3225.14,    31735.44,    1.32034,    0.56586,    35261.6,    0
3725,    2569.39999999972,    226.6042,    3.2011,    0.3047,    12807.12,    3201.78,    31899.78,    1.32363,    0.56727,    35444.2,    0
3726,    2569.59999999972,    226.6227,    3.4455,    0.3033,    12465.48,    3116.37,    31966.65,    1.36416,    0.58464,    35518.5,    0
3727,    2569.79999999972,    225.1822,    3.4303,    0.3011,    12269.84,    3067.46,    32018.13,    1.36409,    0.58461,    35575.7,    0
3728,    2569.99999999972,    223.5264,    3.4362,    0.3043,    12398.32,    3099.58,    32018.94,    1.32762,    0.56898,    35576.6,    0
3729,    2570.19999999972,    222.4669,    3.4055,    0.3056,    12445.04,    3111.26,    32005.71,    1.31929,    0.56541,    35561.9,    0
3730,    2570.39999999972,    223.8121,    3.2842,    0.3069,    12410,    3102.5,    31951.35,    1.35443,    0.58047,    35501.5,    0
3731,    2570.59999999972,    223.7622,    3.138,    0.3086,    12596.88,    3149.22,    31862.43,    1.3636,    0.5844,    35402.7,    0
3732,    2570.79999999972,    231.424,    2.8246,    0.2995,    11907.76,    2976.94,    31303.26,    1.45649,    0.62421,    34781.4,    0
3733,    2570.99999999972,    233.309,    2.8651,    0.3021,    11986.6,    2996.65,    31397.31,    1.46258,    0.62682,    34885.9,    0
3734,    2571.19999999972,    233.3974,    2.9051,    0.3034,    11811.4,    2952.85,    31393.44,    1.48064,    0.63456,    34881.6,    0
3735,    2571.39999999972,    233.0992,    2.9426,    0.3051,    11788.04,    2947.01,    31443.3,    1.48253,    0.63537,    34937,    0
3736,    2571.59999999972,    231.2897,    3.0068,    0.3085,    11934.04,    2983.51,    31552.65,    1.48911,    0.63819,    35058.5,    0
3737,    2571.79999999972,    230.4772,    3.0081,    0.3103,    12109.24,    3027.31,    31572.9,    1.48288,    0.63552,    35081,    0
3738,    2571.99999999972,    228.6852,    3.0721,    0.3133,    12377.88,    3094.47,    31641.03,    1.48253,    0.63537,    35156.7,    0
3739,    2572.19999999972,    228.155,    3.1093,    0.3152,    12447.96,    3111.99,    31704.66,    1.48015,    0.63435,    35227.4,    0
3740,    2572.39999999972,    226.1914,    3.1641,    0.3197,    12553.08,    3138.27,    31737.6,    1.44935,    0.62115,    35264,    0
3741,    2572.59999999972,    226.1474,    3.1407,    0.3124,    12491.76,    3122.94,    31830.39,    1.44172,    0.61788,    35367.1,    0
3742,    2572.79999999972,    227.9836,    2.9664,    0.2984,    12520.96,    3130.24,    31940.28,    1.34526,    0.57654,    35489.2,    0
3743,    2572.99999999972,    227.9861,    2.8931,    0.2917,    12030.4,    3007.6,    32042.34,    1.31957,    0.56553,    35602.6,    0
3744,    2573.19999999972,    231.5095,    2.9779,    0.3016,    12646.52,    3161.63,    31761.9,    1.42366,    0.61014,    35291,    0
3745,    2573.39999999972,    232.5509,    2.9415,    0.3061,    12661.12,    3165.28,    31712.31,    1.46909,    0.62961,    35235.9,    0
3746,    2573.59999999972,    234.0436,    2.934,    0.3098,    12582.28,    3145.57,    31668.84,    1.49779,    0.64191,    35187.6,    0
3747,    2573.79999999972,    234.7829,    2.9078,    0.3099,    12415.84,    3103.96,    31630.86,    1.50598,    0.64542,    35145.4,    0
3748,    2573.99999999972,    234.9421,    2.9184,    0.3125,    12398.32,    3099.58,    31645.8,    1.52985,    0.65565,    35162,    0
3749,    2574.19999999972,    234.6454,    2.9175,    0.3144,    12532.64,    3133.16,    31675.95,    1.53489,    0.65781,    35195.5,    0
3750,    2574.39999999972,    234.4959,    2.9098,    0.3159,    13093.28,    3273.32,    31693.59,    1.5414,    0.6606,    35215.1,    0
3751,    2574.59999999972,    233.4227,    2.9226,    0.3187,    13259.72,    3314.93,    31694.13,    1.52222,    0.65238,    35215.7,    0
3752,    2574.79999999972,    232.4824,    2.9742,    0.3194,    13113.72,    3278.43,    31711.95,    1.50549,    0.64521,    35235.5,    0
3753,    2574.99999999972,    232.0407,    2.9991,    0.3196,    12888.88,    3222.22,    31732.38,    1.51368,    0.64872,    35258.2,    0
3754,    2575.19999999972,    234.2137,    3.0784,    0.3152,    12605.64,    3151.41,    31722.84,    1.5645,    0.6705,    35247.6,    0
3755,    2575.39999999972,    234.5809,    3.0125,    0.3145,    12678.64,    3169.66,    31710.96,    1.55953,    0.66837,    35234.4,    0
3756,    2575.59999999972,    235.2035,    2.9085,    0.3116,    13116.64,    3279.16,    31697.73,    1.54203,    0.66087,    35219.7,    0
3757,    2575.79999999972,    235.6437,    2.8604,    0.3124,    13318.12,    3329.53,    31691.7,    1.55127,    0.66483,    35213,    0
3758,    2575.99999999972,    236.0621,    2.8567,    0.3171,    13341.48,    3335.37,    31679.19,    1.57892,    0.67668,    35199.1,    0
3759,    2576.19999999972,    236.3766,    2.8604,    0.3193,    13256.8,    3314.2,    31677.84,    1.59194,    0.68226,    35197.6,    0
3760,    2576.39999999971,    236.62,    2.8605,    0.3218,    13221.76,    3305.44,    31675.86,    1.60713,    0.68877,    35195.4,    0
3761,    2576.59999999971,    236.88,    2.8511,    0.3228,    13359,    3339.75,    31673.97,    1.60706,    0.68874,    35193.3,    0
3762,    2576.79999999971,    237.1543,    2.8259,    0.3232,    13706.48,    3426.62,    31661.19,    1.61217,    0.69093,    35179.1,    0
3763,    2576.99999999971,    236.8746,    2.8196,    0.3245,    13747.36,    3436.84,    31653.63,    1.62792,    0.69768,    35170.7,    0
3764,    2577.19999999971,    236.4272,    2.8315,    0.3259,    13542.96,    3385.74,    31655.07,    1.64563,    0.70527,    35172.3,    0
3765,    2577.39999999971,    235.9905,    2.8502,    0.3273,    13321.04,    3330.26,    31660.38,    1.66481,    0.71349,    35178.2,    0
3766,    2577.59999999971,    235.7512,    2.861,    0.329,    13172.12,    3293.03,    31661.73,    1.68084,    0.72036,    35179.7,    0
3767,    2577.79999999971,    235.97,    2.8676,    0.3302,    13297.68,    3324.42,    31665.42,    1.6961,    0.7269,    35183.8,    0
3768,    2577.99999999971,    235.9774,    2.8775,    0.3307,    13610.12,    3402.53,    31666.14,    1.70863,    0.73227,    35184.6,    0
3769,    2578.19999999971,    235.5792,    2.8893,    0.3299,    13703.56,    3425.89,    31673.25,    1.70891,    0.73239,    35192.5,    0
3770,    2578.39999999971,    234.737,    2.8985,    0.3284,    13566.32,    3391.58,    31681.26,    1.69652,    0.72708,    35201.4,    0
3771,    2578.59999999971,    233.951,    2.8972,    0.3256,    13446.6,    3361.65,    31687.38,    1.67139,    0.71631,    35208.2,    0
3772,    2578.79999999971,    233.3992,    2.8943,    0.3246,    13347.32,    3336.83,    31690.26,    1.66607,    0.71403,    35211.4,    0
3773,    2578.99999999971,    232.5751,    2.9005,    0.3266,    13531.28,    3382.82,    31691.34,    1.6681,    0.7149,    35212.6,    0
3774,    2579.19999999971,    232.3392,    2.8948,    0.3305,    13940.08,    3485.02,    31688.82,    1.66047,    0.71163,    35209.8,    0
3775,    2579.39999999971,    233.6668,    2.8585,    0.3299,    14121.12,    3530.28,    31682.07,    1.687,    0.723,    35202.3,    0
3776,    2579.59999999971,    234.2991,    2.8418,    0.3268,    13905.04,    3476.26,    31681.62,    1.68133,    0.72057,    35201.8,    0
3777,    2579.79999999971,    234.9518,    2.849,    0.3223,    13651,    3412.75,    31695.21,    1.65004,    0.70716,    35216.9,    0
3778,    2579.99999999971,    235.437,    2.8362,    0.316,    13183.8,    3295.95,    31697.82,    1.60265,    0.68685,    35219.8,    0
3779,    2580.19999999971,    236.3133,    2.8245,    0.3117,    13204.24,    3301.06,    31707.09,    1.56954,    0.67266,    35230.1,    0
3780,    2580.39999999971,    236.5216,    2.8129,    0.3097,    13452.44,    3363.11,    31711.05,    1.55505,    0.66645,    35234.5,    0
3781,    2580.59999999971,    236.6086,    2.8057,    0.3096,    13414.48,    3353.62,    31713.12,    1.55449,    0.66621,    35236.8,    0
3782,    2580.79999999971,    236.9321,    2.7819,    0.3093,    13265.56,    3316.39,    31708.17,    1.54441,    0.66189,    35231.3,    0
3783,    2580.99999999971,    237.1328,    2.8112,    0.3078,    12810.04,    3202.51,    31712.4,    1.5484,    0.6636,    35236,    0
3784,    2581.19999999971,    237.2014,    2.8272,    0.3091,    12561.84,    3140.46,    31684.59,    1.56219,    0.66951,    35205.1,    0
3785,    2581.39999999971,    236.3431,    2.733,    0.2924,    12141.36,    3035.34,    31556.34,    1.44011,    0.61719,    35062.6,    0
3786,    2581.59999999971,    236.5812,    2.7202,    0.2934,    12392.48,    3098.12,    31557.6,    1.44452,    0.61908,    35064,    0
3787,    2581.79999999971,    236.7544,    2.7011,    0.294,    12386.64,    3096.66,    31606.2,    1.44074,    0.61746,    35118,    0
3788,    2581.99999999971,    236.6495,    2.6855,    0.2909,    12141.36,    3035.34,    31662.72,    1.40952,    0.60408,    35180.8,    0
3789,    2582.19999999971,    236.6718,    2.738,    0.2979,    12240.64,    3060.16,    31685.58,    1.47525,    0.63225,    35206.2,    0
3790,    2582.39999999971,    236.8068,    2.8138,    0.3073,    12421.68,    3105.42,    31687.65,    1.56282,    0.66978,    35208.5,    0
3791,    2582.59999999971,    236.9925,    2.8385,    0.3112,    12640.68,    3160.17,    31680.45,    1.59901,    0.68529,    35200.5,    0
3792,    2582.79999999971,    237.2262,    2.8371,    0.3129,    13014.44,    3253.61,    31679.01,    1.61343,    0.69147,    35198.9,    0
