&bc
headings1 = 'timestep',    'time',          'oxy',        'amm',            'frp',      'poml',     'pomr',    'so4',    'nit',    'no2',    'salinity',    'pomspecial'
               11549,    4134.1              172.471,     1.3096,    0.1555,    4622.36,    1155.59,    33109.02,    0.056,    0.024,    36787.8,    0
               11550,    4134.3              171.3078,    1.296,     0.1571,    4753.76,    1188.44,    33128.64,    0.0245,    0.0105,    36809.6,    0
               11551,    4134.5              178.123,     1.0084,    0.1411,    5045.76,    1261.44,    33007.23,    0.10003,    0.04287,    36674.7,    0
               11552,    4134.7              174.9451,    1.1792,    0.1528,    4928.96,    1232.24,    33062.13,    0.05831,    0.02499,    36735.7,    0
               11553,    4134.9              170.2643,    1.2639,    0.1591,    4812.16,    1203.04,    33109.83,    0.01127,    0.00483,    36788.7,    0
               11554,    4135.1              169.2883,    1.2591,    0.1598,    4806.32,    1201.58,    33106.95,    0.00406,    0.00174,    36785.5,    0
               11555,    4135.3              169.172,     1.2605,    0.1611,    4832.6,    1208.15,    33142.86,    0.00357,    0.00153,    36825.4,    0
               11556,    4135.5              174.7,       0.9535,    0.1437,    5098.32,    1274.58,    33036.57,    0.04837,    0.02073,    36707.3,    0
               11557,    4135.7              185.7994,    0.8787,    0.1356,    4750.84,    1187.71,    32773.32,    0.06608,    0.02832,    36414.8,    0
               11558,    4135.9              186.9862,    0.7565,    0.1239,    4543.52,    1135.88,    32573.16,    0.07469,    0.03201,    36192.4,    0
               11559,    4136.1              183.6138,    0.7962,    0.1259,    4490.96,    1122.74,    32526.72,    0.05838,    0.02502,    36140.8,    0
               11560,    4136.3              171.9517,    1.1262,    0.1556,    4774.2,    1193.55,    33017.85,    0.01036,    0.00444,    36686.5,    0
               11561,    4136.5              178.9378,    1.071,     0.1451,    4578.56,    1144.64,    33075.81,    0.07707,    0.03303,    36750.9,    0
               11562,    4136.7              183.3825,    1.0568,    0.1396,    4429.64,    1107.41,    33140.7,    0.11116,    0.04764,    36823,    0
               11563,    4136.9              185.4855,    1.057,     0.1383,    4309.92,    1077.48,    33188.4,    0.11606,    0.04974,    36876,    0
               11564,    4137.1              183.9052,    1.082,     0.138,    4196.04,    1049.01,    33225.84,    0.11158,    0.04782,    36917.6,    0
               11565,    4137.3              185.3351,    1.0959,    0.1371,    4090.92,    1022.73,    33236.19,    0.16023,    0.06867,    36929.1,    0
               11566,    4137.5              181.9815,    1.1337,    0.1413,    4079.24,    1019.81,    33216.48,    0.12159,    0.05211,    36907.2,    0
               11567,    4137.7,             177.887,     1.1632,    0.1446,    4058.8,    1014.7,    33226.38,    0.06629,    0.02841,    36918.2,    0
               11568,    4137.9,             178.5016,    1.1759,    0.1453,    4032.52,    1008.13,    33246,    0.07273,    0.03117,    36940,    0
               11569,    4138.1,             177.4123,    1.2143,    0.1477,    4023.76,    1005.94,    33217.2,    0.09982,    0.04278,    36908,    0
               11570,    4138.3,             175.4162,    1.2485,    0.1508,    3979.96,    994.99,    33198.93,    0.08421,    0.03609,    36887.7,    0
               11571,    4138.5,             174.3686,    1.2719,    0.1504,    3889.44,    972.36,    33174.81,    0.12348,    0.05292,    36860.9,    0
               11572,    4138.7,             173.2909,    1.2872,    0.1516,    3793.08,    948.27,    33162.75,    0.11424,    0.04896,    36847.5,    0
               11573,    4138.9,             170.0524,    1.302,     0.1543,    3807.68,    951.92,    33163.11,    0.07336,    0.03144,    36847.9,    0
               11574,    4139.1,             169.6622,    1.2934,    0.1563,    3833.96,    958.49,    33163.47,    0.04375,    0.01875,    36848.3,    0
               11575,    4139.3,             169.9504,    1.1442,    0.1495,    3836.88,    959.22,    33163.47,    0.02058,    0.00882,    36848.3,    0
               11576,    4139.5,             171.7471,    1.0437,    0.1458,    3833.96,    958.49,    33115.14,    0.02415,    0.01035,    36794.6,    0
               11577,    4139.7,             170.0009,    1.1514,    0.1548,    3775.56,    943.89,    33126.12,    0.00007,    0.00003,    36806.8,    0
               11578,    4139.9,             167.6079,    1.2244,    0.1602,    3711.32,    927.83,    33142.86,    0.00014,    0.00006,    36825.4,    0
               11579,    4140.1,             167.0372,    1.2721,    0.1649,    3731.76,    932.94,    33156.36,    0.00014,    0.00006,    36840.4,    0
               11580,    4140.3,             165.304,     1.2908,    0.1678,    3778.48,    944.62,    33160.95,    0.00021,    0.00009,    36845.5,    0
               11581,    4140.5,             165.6444,    1.2887,    0.1695,    3781.4,    945.35,    33157.35,    0.00336,    0.00144,    36841.5,    0
               11582,    4140.7,             163.9668,    1.282,     0.171,    3749.28,    937.32,    33164.82,    0.00168,    0.00072,    36849.8,    0
               11583,    4140.9,             162.6149,    1.2928,    0.1743,    3723,    930.75,    33148.71,    0.00021,    0.00009,    36831.9,    0
               11584,    4141.1,             165.3038,    1.1552,    0.1648,    3667.52,    916.88,    33062.58,    0.00581,    0.00249,    36736.2,    0
               11585,    4141.3,             172.343,     0.9643,    0.1503,    3623.72,    905.93,    32895,    0.02163,    0.00927,    36550,    0
               11586,    4141.5,             167.4894,    1.0917,    0.1635,    3702.56,    925.64,    32959.8,    0,    0,    36622,    0
               11587,    4141.7,             162.5293,    1.198,     0.1712,    3696.72,    924.18,    33008.13,    0,    0,    36675.7,    0
               11588,    4141.9,             161.624,     1.1991,    0.1709,    3644.16,    911.04,    32983.29,    0.01162,    0.00498,    36648.1,    0
               11589,    4142.1,             160.5764,    1.2189,    0.1728,    3606.2,    901.55,    32973.12,    0,    0,    36636.8,    0
               11590,    4142.3,             159.7492,    1.2622,    0.1762,    3577,    894.25,    32969.97,    0,    0,    36633.3,    0
               11591,    4142.5,             158.3089,    1.2835,    0.1778,    3594.52,    898.63,    32972.04,    0,    0,    36635.6,    0
               11592,    4142.7,             158.4309,    1.2896,    0.1747,    3591.6,    897.9,    32986.62,    0.0007,    0.0003,    36651.8,    0
               11593,    4142.9,             160.1141,    1.281,     0.1749,    3501.08,    875.27,    32984.19,    0.00882,    0.00378,    36649.1,    0
               11594,    4143.1,             174.9551,    1.1679,    0.156,    3197.4,    799.35,    32949.09,    0.11459,    0.04911,    36610.1,    0
               11595,    4143.3,             170.7079,    1.2111,    0.1629,    3200.32,    800.08,    32942.07,    0.03038,    0.01302,    36602.3,    0
               11596,    4143.5,             164.5466,    1.2549,    0.1661,    3171.12,    792.78,    32951.16,    0.00602,    0.00258,    36612.4,    0
               11597,    4143.7,             160.2261,    1.3036,    0.1746,    3223.68,    805.92,    32966.46,    0.00126,    0.00054,    36629.4,    0
               11598,    4143.9,             160.8482,    1.2931,    0.1773,    3290.84,    822.71,    32970.15,    0.01603,    0.00687,    36633.5,    0
               11599,    4144.1,             160.862,     1.2948,    0.1775,    3238.28,    809.57,    32974.2,    0.00595,    0.00255,    36638,    0
               11600,    4144.3,             165.6186,    1.2573,    0.1726,    3124.4,    781.1,    32973.12,    0.021,    0.009,    36636.8,    0
               11601,    4144.5,             169.3474,    1.2186,    0.1659,    3048.48,    762.12,    32974.38,    0.06937,    0.02973,    36638.2,    0
               11602,    4144.7,             171.2574,    1.1444,    0.1574,    2978.4,    744.6,    32967.81,    0.07791,    0.03339,    36630.9,    0
               11603,    4144.9,             176.8973,    1.0597,    0.1469,    2952.12,    738.03,    32966.73,    0.14854,    0.06366,    36629.7,    0
               11604,    4145.1,             170.9739,    1.0919,    0.1548,    2957.96,    739.49,    32968.17,    0.03199,    0.01371,    36631.3,    0
               11605,    4145.3,             166.9064,    1.1615,    0.1627,    2949.2,    737.3,    32971.41,    0.00133,    0.00057,    36634.9,    0
               11606,    4145.5,             171.5044,    0.9708,    0.1475,    3004.68,    751.17,    32941.62,    0.04634,    0.01986,    36601.8,    0
               11607,    4145.7,             180.0721,    0.8312,    0.1413,    3141.92,    785.48,    32737.23,    0.12376,    0.05304,    36374.7,    0
               11608,    4145.9,             180.8284,    0.8606,    0.1443,    3209.08,    802.27,    32686.65,    0.10871,    0.04659,    36318.5,    0
               11609,    4146.1,             187.7506,    0.9067,    0.144,    3255.8,    813.95,    32544.18,    0.24941,    0.10689,    36160.2,    0
               11610,    4146.3,             187.5328,    0.7964,    0.1401,    3229.52,    807.38,    32527.71,    0.19698,    0.08442,    36141.9,    0
               11611,    4146.5,             198.7193,    0.9238,    0.1425,    2762.32,    690.58,    32435.82,    0.37492,    0.16068,    36039.8,    0
               11612,    4146.7,             180.2858,    1.0922,    0.1606,    3150.68,    787.67,    32724.81,    0.18207,    0.07803,    36360.9,    0
               11613,    4146.9,             185.0941,    1.1719,    0.1536,    3171.12,    792.78,    32906.7,    0.32851,    0.14079,    36563,    0
               11614,    4147.1,             186.2274,    1.3215,    0.1535,    3217.84,    804.46,    32945.49,    0.40691,    0.17439,    36606.1,    0
               11615,    4147.3,             184.7662,    1.4216,    0.1574,    3267.48,    816.87,    32963.04,    0.38339,    0.16431,    36625.6,    0
               11616,    4147.5,             183.9139,    1.3769,    0.1603,    3340.48,    835.12,    32889.87,    0.31801,    0.13629,    36544.3,    0
               11617,    4147.7,             194.044,     1.1677,    0.1514,    3007.6,    751.9,    32631.3,    0.41615,    0.17835,    36257,    0
               11618,    4147.9,             194.174,     1.1774,    0.1523,    3103.96,    775.99,    32618.43,    0.41713,    0.17877,    36242.7,    0
               11619,    4148.1,             194.5018,    1.1608,    0.1503,    3127.32,    781.83,    32640.66,    0.44268,    0.18972,    36267.4,    0
               11620,    4148.3,             193.8034,    1.2292,    0.1524,    3171.12,    792.78,    32630.49,    0.4851,    0.2079,    36256.1,    0
               11621,    4148.5,             193.2864,    1.2942,    0.155,    3220.76,    805.19,    32616.27,    0.51492,    0.22068,    36240.3,    0
               11622,    4148.7,             192.6263,    1.2923,    0.1567,    3395.96,    848.99,    32612.13,    0.47635,    0.20415,    36235.7,    0
               11623,    4148.9,             189.0831,    1.3589,    0.1611,    3574.08,    893.52,    32627.25,    0.43764,    0.18756,    36252.5,    0
               11624,    4149.1,             182.7139,    1.5372,    0.1672,    3340.48,    835.12,    32779.53,    0.45332,    0.19428,    36421.7,    0
               11625,    4149.3,             181.3901,    1.5687,    0.1679,    3247.04,    811.76,    32841.63,    0.46046,    0.19734,    36490.7,    0
               11626,    4149.5,             180.5692,    1.5637,    0.1673,    3203.24,    800.81,    32879.43,    0.47684,    0.20436,    36532.7,    0
               11627,    4149.7,             180.3235,    1.537,     0.1679,    3279.16,    819.79,    32903.82,    0.44954,    0.19266,    36559.8,    0
               11628,    4149.9,             179.4208,    1.5151,    0.1682,    3398.88,    849.72,    32919.21,    0.42357,    0.18153,    36576.9,    0
               11629,    4150.1,             180.794,     1.4698,    0.1703,    3492.32,    873.08,    32831.28,    0.38101,    0.16329,    36479.2,    0
               11630,    4150.3,             182.2044,    1.4104,    0.1711,    3562.4,    890.6,    32771.07,    0.33908,    0.14532,    36412.3,    0
               11631,    4150.5,             179.2558,    1.4933,    0.1749,    3416.4,    854.1,    32887.89,    0.3276,    0.1404,    36542.1,    0
               11632,    4150.7,             177.8303,    1.5185,    0.1709,    3331.72,    832.93,    32966.28,    0.40873,    0.17517,    36629.2,    0
               11633,    4150.9,             180.8558,    1.526,     0.1666,    3366.76,    841.69,    32984.1,    0.49035,    0.21015,    36649,    0
               11634,    4151.1,             181.3748,    1.5456,    0.1666,    3425.16,    856.29,    32994.81,    0.49826,    0.21354,    36660.9,    0
               11635,    4151.3,             181.028,     1.5674,    0.169,    3407.64,    851.91,    32995.44,    0.48356,    0.20724,    36661.6,    0
               11636,    4151.5,             177.7326,    1.6041,    0.1701,    3349.24,    837.31,    33000.3,    0.47215,    0.20235,    36667,    0
               11637,    4151.7,             176.6343,    1.6184,    0.1684,    3229.52,    807.38,    33008.22,    0.48699,    0.20871,    36675.8,    0
               11638,    4151.9,             176.7435,    1.6273,    0.1678,    3136.08,    784.02,    33010.74,    0.49651,    0.21279,    36678.6,    0
               11639,    4152.1,             177.0256,    1.6262,    0.1656,    3101.04,    775.26,    33009.3,    0.49441,    0.21189,    36677,    0
               11640,    4152.3,             175.8088,    1.6434,    0.1664,    3118.56,    779.64,    33001.74,    0.46683,    0.20007,    36668.6,    0
               11641,    4152.5,             174.8244,    1.6698,    0.1679,    3086.44,    771.61,    32991.12,    0.44996,    0.19284,    36656.8,    0
               11642,    4152.7,             174.1785,    1.6825,    0.1666,    3048.48,    762.12,    32975.55,    0.46725,    0.20025,    36639.5,    0
               11643,    4152.9,             174.3344,    1.6924,    0.1622,    2937.52,    734.38,    32960.7,    0.47593,    0.20397,    36623,    0
               11644,    4153.1,             174.1473,    1.6924,    0.1608,    2855.76,    713.94,    32957.91,    0.45066,    0.19314,    36619.9,    0
               11645,    4153.3,             173.606,     1.6867,    0.1609,    2864.52,    716.13,    32954.67,    0.41447,    0.17763,    36616.3,    0
               11646,    4153.5,             175.2123,    1.6745,    0.1694,    3089.36,    772.34,    32957.73,    0.39165,    0.16785,    36619.7,    0
               11647,    4153.7,             175.8738,    1.6331,    0.1665,    3118.56,    779.64,    32949.72,    0.44289,    0.18981,    36610.8,    0
               11648,    4153.9,             175.3288,    1.6281,    0.1699,    3112.72,    778.18,    32935.5,    0.39186,    0.16794,    36595,    0
               11649,    4154.1,             174.2236,    1.6873,    0.1751,    3033.88,    758.47,    32930.55,    0.30282,    0.12978,    36589.5,    0
               11650,    4154.3,             173.2304,    1.7105,    0.1745,    2946.28,    736.57,    32927.58,    0.29316,    0.12564,    36586.2,    0
               11651,    4154.5,             174.6576,    1.7023,    0.1714,    2917.08,    729.27,    32910.66,    0.28889,    0.12381,    36567.4,    0
               11652,    4154.7,             171.3312,    1.7125,    0.1667,    2911.24,    727.81,    32910.12,    0.30534,    0.13086,    36566.8,    0
               11653,    4154.9,             175.6698,    1.7024,    0.1648,    2896.64,    724.16,    32889.06,    0.35714,    0.15306,    36543.4,    0
               11654,    4155.1,             177.3309,    1.6927,    0.1648,    2884.96,    721.24,    32879.16,    0.39312,    0.16848,    36532.4,    0
               11655,    4155.3,             173.3955,    1.7284,    0.1721,    2855.76,    713.94,    32880.87,    0.27965,    0.11985,    36534.3,    0
               11656,    4155.5,             169.4641,    1.7509,    0.1716,    2820.72,    705.18,    32883.66,    0.31444,    0.13476,    36537.4,    0
               11657,    4155.7,             166.7784,    1.7899,    0.1709,    2811.96,    702.99,    32886.45,    0.32739,    0.14031,    36540.5,    0
               11658,    4155.9,             165.3448,    1.8081,    0.1739,    2887.88,    721.97,    32889.42,    0.27797,    0.11913,    36543.8,    0
               11659,    4156.1,             173.2851,    1.6001,    0.165,    3095.2,    773.8,    32805.9,    0.42049,    0.18021,    36451,    0
               11660,    4156.3,             176.0678,    1.6269,    0.1676,    3077.68,    769.42,    32774.58,    0.39858,    0.17082,    36416.2,    0
               11661,    4156.5,             176.4659,    1.7784,    0.1687,    2841.16,    710.29,    32856.84,    0.38549,    0.16521,    36507.6,    0
               11662,    4156.7,             172.2767,    1.8251,    0.1704,    2762.32,    690.58,    32889.87,    0.35399,    0.15171,    36544.3,    0
               11663,    4156.9,             172.5624,    1.79,      0.1654,    2803.2,    700.8,    32889.33,    0.3787,    0.1623,    36543.7,    0
               11664,    4157.1,             174.899,     1.7654,    0.1615,    2847,    711.75,    32874.21,    0.37611,    0.16119,    36526.9,    0
               11665,    4157.3,             177.9849,    1.747,     0.1636,    2876.2,    719.05,    32842.71,    0.41573,    0.17817,    36491.9,    0
               11666,    4157.5,             176.8876,    1.776,     0.1655,    2835.32,    708.83,    32838.57,    0.3668,    0.1572,    36487.3,    0
               11667,    4157.7,             175.9236,    1.7958,    0.1616,    2779.84,    694.96,    32841.27,    0.36589,    0.15681,    36490.3,    0
               11668,    4157.9,             177.6929,    1.7875,    0.1553,    2741.88,    685.47,    32820.48,    0.38122,    0.16338,    36467.2,    0
               11669,    4158.1,             180.1466,    1.7382,    0.1487,    2759.4,    689.85,    32798.25,    0.37527,    0.16083,    36442.5,    0
               11670,    4158.3,             182.6236,    1.6867,    0.1439,    2820.72,    705.18,    32785.02,    0.37401,    0.16029,    36427.8,    0
               11671,    4158.5,             182.106,     1.7015,    0.1479,    2829.48,    707.37,    32782.95,    0.32669,    0.14001,    36425.5,    0
               11672,    4158.7,             181.6272,    1.6969,    0.1489,    2800.28,    700.07,    32780.7,    0.27853,    0.11937,    36423,    0
               11673,    4158.9,             181.8503,    1.6827,    0.1474,    2774,    693.5,    32780.16,    0.29064,    0.12456,    36422.4,    0
               11674,    4159.1,             181.5007,    1.6472,    0.1428,    2730.2,    682.55,    32795.28,    0.30163,    0.12927,    36439.2,    0
               11675,    4159.3,             180.3804,    1.6316,    0.1411,    2709.76,    677.44,    32813.19,    0.27888,    0.11952,    36459.1,    0
               11676,    4159.5,             180.2772,    1.6301,    0.1403,    2756.48,    689.12,    32823.27,    0.24647,    0.10563,    36470.3,    0
               11677,    4159.7,             184.7146,    1.5874,    0.1341,    2730.2,    682.55,    32825.7,    0.27867,    0.11943,    36473,    0
               11678,    4159.9,             193.6995,    1.5623,    0.1362,    2765.24,    691.31,    32571.72,    0.34601,    0.14829,    36190.8,    0
               11679,    4160.1,             204.1169,    1.304,     0.1463,    3030.96,    757.74,    32280.93,    0.48006,    0.20574,    35867.7,    0
               11680,    4160.3,             206.7639,    1.2326,    0.1498,    3147.76,    786.94,    32301.63,    0.46977,    0.20133,    35890.7,    0
               11681,    4160.5,             209.3044,    1.1821,    0.1513,    3261.64,    815.41,    32295.87,    0.45563,    0.19527,    35884.3,    0
               11682,    4160.7,             211.4231,    1.1452,    0.1512,    3387.2,    846.8,    32280.3,    0.43078,    0.18462,    35867,    0
               11683,    4160.9,             212.9824,    1.1435,    0.1497,    3442.68,    860.67,    32258.7,    0.40411,    0.17319,    35843,    0
               11684,    4161.1,             213.708,     1.1562,    0.1494,    3451.44,    862.86,    32249.61,    0.39095,    0.16755,    35832.9,    0
               11685,    4161.3,             214.1159,    1.1741,    0.1465,    3471.88,    867.97,    32224.23,    0.36015,    0.15435,    35804.7,    0
               11686,    4161.5,             214.3156,    1.1993,    0.1429,    3506.92,    876.73,    32193.54,    0.3206,    0.1374,    35770.6,    0
               11687,    4161.7,             213.4174,    1.1686,    0.1452,    3565.32,    891.33,    32207.49,    0.32186,    0.13794,    35786.1,    0
               11688,    4161.9,             212.1791,    1.118,     0.1498,    3644.16,    911.04,    32242.59,    0.34412,    0.14748,    35825.1,    0
               11689,    4162.1,             210.6404,    1.1045,    0.1543,    3758.04,    939.51,    32265,    0.35336,    0.15144,    35850,    0
               11690,    4162.3,             210.443,     1.1211,    0.1549,    3708.4,    927.1,    32264.82,    0.35434,    0.15186,    35849.8,    0
               11691,    4162.5,             212.2149,    1.1419,    0.1539,    3495.24,    873.81,    32253.75,    0.39123,    0.16767,    35837.5,    0
               11692,    4162.7,             212.0065,    1.1455,    0.1541,    3489.4,    872.35,    32248.89,    0.39095,    0.16755,    35832.1,    0
               11693,    4162.9,             211.5307,    1.1467,    0.1554,    3582.84,    895.71,    32248.53,    0.36988,    0.15852,    35831.7,    0
               11694,    4163.1,             204.4366,    1.2659,    0.1489,    3477.72,    869.43,    32458.32,    0.22134,    0.09486,    36064.8,    0
               11695,    4163.3,             205.1169,    1.228,     0.1557,    3667.52,    916.88,    32390.91,    0.21917,    0.09393,    35989.9,    0
               11696,    4163.5,             202.5962,    1.2668,    0.1564,    3582.84,    895.71,    32443.11,    0.16793,    0.07197,    36047.9,    0
               11697,    4163.7,             198.9555,    1.3265,    0.153,    3340.48,    835.12,    32547.96,    0.18235,    0.07815,    36164.4,    0
               11698,    4163.9,             198.846,     1.333,     0.152,    3276.24,    819.06,    32596.38,    0.22015,    0.09435,    36218.2,    0
               11699,    4164.1,             201.7223,    1.2953,    0.1514,    3331.72,    832.93,    32647.05,    0.26544,    0.11376,    36274.5,    0
               11700,    4164.3,             202.7669,    1.2845,    0.1506,    3398.88,    849.72,    32682.33,    0.29267,    0.12543,    36313.7,    0
               11701,    4164.5,             201.7961,    1.308,     0.1525,    3387.2,    846.8,    32688.18,    0.27657,    0.11853,    36320.2,    0
               11702,    4164.7,             200.7776,    1.3284,    0.1569,    3372.6,    843.15,    32672.16,    0.22393,    0.09597,    36302.4,    0
               11703,    4164.9,             198.1303,    1.3714,    0.1578,    3299.6,    824.9,    32706.09,    0.22141,    0.09489,    36340.1,    0
               11704,    4165.1,             196.466,     1.4383,    0.1594,    3235.36,    808.84,    32735.25,    0.24584,    0.10536,    36372.5,    0
               11705,    4165.3,             195.9718,    1.4672,    0.1612,    3229.52,    807.38,    32746.95,    0.25648,    0.10992,    36385.5,    0
               11706,    4165.5,             195.0856,    1.4809,    0.1623,    3244.12,    811.03,    32763.78,    0.27146,    0.11634,    36404.2,    0
               11707,    4165.7,             193.9858,    1.464,     0.1628,    3258.72,    814.68,    32756.22,    0.26124,    0.11196,    36395.8,    0
               11708,    4165.9,             194.3392,    1.463,     0.1658,    3252.88,    813.22,    32735.25,    0.23688,    0.10152,    36372.5,    0
               11709,    4166.1,             189.957,     1.5267,    0.1667,    3121.48,    780.37,    32778.63,    0.29043,    0.12447,    36420.7,    0
               11710,    4166.3,             188.4609,    1.5637,    0.1702,    3042.64,    760.66,    32794.2,    0.29505,    0.12645,    36438,    0
               11711,    4166.5,             188.5996,    1.5627,    0.1718,    3036.8,    759.2,    32785.83,    0.2961,    0.1269,    36428.7,    0
               11712,    4166.7,             190.1151,    1.5161,    0.1677,    3022.2,    755.55,    32809.05,    0.36351,    0.15579,    36454.5,    0
               11713,    4166.9,             196.2034,    1.4122,    0.1591,    2949.2,    737.3,    32869.08,    0.497,    0.213,    36521.2,    0
               11714,    4167.1,             195.5607,    1.428,     0.1604,    2893.72,    723.43,    32885.55,    0.49959,    0.21411,    36539.5,    0
               11715,    4167.3,             193.2981,    1.4647,    0.1642,    2855.76,    713.94,    32888.43,    0.45038,    0.19302,    36542.7,    0
               11716,    4167.5,             194.2569,    1.4727,    0.1676,    2887.88,    721.97,    32815.26,    0.42154,    0.18066,    36461.4,    0
               11717,    4167.7,             197.9526,    1.4367,    0.1696,    3004.68,    751.17,    32671.35,    0.40068,    0.17172,    36301.5,    0
               11718,    4167.9,             212.922,     1.2552,    0.1638,    3214.92,    803.73,    32255.91,    0.44758,    0.19182,    35839.9,    0
               11719,    4168.1,             217.0704,    1.2267,    0.1624,    3358,    839.5,    32137.74,    0.43232,    0.18528,    35708.6,    0
               11720,    4168.3,             219.7668,    1.2241,    0.1622,    3398.88,    849.72,    32100.48,    0.42721,    0.18309,    35667.2,    0
               11721,    4168.5,             221.3382,    1.2208,    0.1625,    3419.32,    854.83,    32089.86,    0.42259,    0.18111,    35655.4,    0
               11722,    4168.7,             222.2453,    1.2141,    0.1621,    3419.32,    854.83,    32074.2,    0.41307,    0.17703,    35638,    0
               11723,    4168.9,             222.7956,    1.2035,    0.1617,    3474.8,    868.7,    32073.93,    0.39823,    0.17067,    35637.7,    0
               11724,    4169.1,             223.1474,    1.1929,    0.1606,    3562.4,    890.6,    32067.45,    0.38647,    0.16563,    35630.5,    0
               11725,    4169.3,             223.0868,    1.2074,    0.1612,    3565.32,    891.33,    32043.96,    0.40026,    0.17154,    35604.4,    0
               11726,    4169.5,             223.289,     1.2301,    0.163,    3521.52,    880.38,    32053.14,    0.42833,    0.18357,    35614.6,    0
               11727,    4169.7,             223.4352,    1.2579,    0.1646,    3431,    857.75,    32070.15,    0.47866,    0.20514,    35633.5,    0
               11728,    4169.9,             223.1407,    1.3036,    0.1676,    3296.68,    824.17,    32108.4,    0.57561,    0.24669,    35676,    0
               11729,    4170.1,             222.6901,    1.3189,    0.1694,    3276.24,    819.06,    32123.34,    0.60424,    0.25896,    35692.6,    0
               11730,    4170.3,             222.1793,    1.323,    0.1704,    3308.36,    827.09,    32133.42,    0.61026,    0.26154,    35703.8,    0
               11731,    4170.5,             221.8118,    1.3248,    0.1704,    3249.96,    812.49,    32143.95,    0.61621,    0.26409,    35715.5,    0
               11732,    4170.7,             221.8788,    1.3441,    0.1721,    3185.72,    796.43,    32153.67,    0.66066,    0.28314,    35726.3,    0
               11733,    4170.9,             221.4629,    1.3517,    0.1741,    3203.24,    800.81,    32162.22,    0.68012,    0.29148,    35735.8,    0
               11734,    4171.1,             220.227,     1.3616,    0.1762,    3197.4,    799.35,    32164.56,    0.651,    0.279,    35738.4,    0
               11735,    4171.3,             222.2163,    1.6821,    0.1694,    3305.44,    826.36,    32136.03,    0.53606,    0.22974,    35706.7,    0
               11736,    4171.5,             220.7571,    1.7052,    0.172,    3346.32,    836.58,    32147.01,    0.50351,    0.21579,    35718.9,    0
               11737,    4171.7,             218.6798,    1.7558,    0.1744,    3328.8,    832.2,    32203.62,    0.46109,    0.19761,    35781.8,    0
               11738,    4171.9,             217.237,     1.8326,    0.177,    3273.32,    818.33,    32280.21,    0.43694,    0.18726,    35866.9,    0
               11739,    4172.1,             215.8151,    1.8929,    0.1775,    3247.04,    811.76,    32337.09,    0.44177,    0.18933,    35930.1,    0
               11740,    4172.3,             215.0528,    1.8788,    0.1756,    3285,    821.25,    32370.93,    0.4718,    0.2022,    35967.7,    0
               11741,    4172.5,             215.0462,    1.8441,    0.1738,    3346.32,    836.58,    32402.34,    0.49679,    0.21291,    36002.6,    0
               11742,    4172.7,             214.7563,    1.8119,    0.1722,    3381.36,    845.34,    32425.02,    0.52759,    0.22611,    36027.8,    0
               11743,    4172.9,             213.5037,    1.8167,    0.1744,    3349.24,    837.31,    32432.04,    0.50148,    0.21492,    36035.6,    0
               11744,    4173.1,             212.0063,    1.8212,    0.1762,    3302.52,    825.63,    32437.71,    0.48804,    0.20916,    36041.9,    0
               11745,    4173.3,             210.8758,    1.8315,    0.1789,    3261.64,    815.41,    32442.48,    0.45822,    0.19638,    36047.2,    0
               11746,    4173.5,             209.1168,    1.8253,    0.1804,    3220.76,    805.19,    32453.01,    0.44128,    0.18912,    36058.9,    0
               11747,    4173.7,             207.5334,    1.8069,    0.1797,    3217.84,    804.46,    32489.91,    0.45458,    0.19482,    36099.9,    0
               11748,    4173.9,             207.564,     1.7943,    0.1792,    3267.48,    816.87,    32519.34,    0.47761,    0.20469,    36132.6,    0
               11749,    4174.1,             209.6227,    1.7969,    0.1795,    3270.4,    817.6,    32527.08,    0.51485,    0.22065,    36141.2,    0
               11750,    4174.3,             207.9234,    1.819,    0.1829,    3238.28,    809.57,    32531.13,    0.47159,    0.20211,    36145.7,    0
               11751,    4174.5,             207.0646,    1.8472,    0.1852,    3212,    803,    32534.73,    0.45934,    0.19686,    36149.7,    0
               11752,    4174.7,             206.8507,    1.88,    0.1872,    3176.96,    794.24,    32538.24,    0.45906,    0.19674,    36153.6,    0
               11753,    4174.9,             205.519,     1.9178,    0.187,    3168.2,    792.05,    32545.8,    0.48454,    0.20766,    36162,    0
               11754,    4175.1,             207.2185,    1.9369,    0.1832,    3203.24,    800.81,    32562.45,    0.5558,    0.2382,    36180.5,    0
               11755,    4175.3,             207.8796,    1.9246,    0.1822,    3206.16,    801.54,    32562.45,    0.58352,    0.25008,    36180.5,    0
               11756,    4175.5,             206.0874,    1.952,    0.1874,    3171.12,    792.78,    32563.17,    0.50379,    0.21591,    36181.3,    0
               11757,    4175.7,             204.9989,    1.9532,    0.1891,    3144.84,    786.21,    32563.89,    0.48342,    0.20718,    36182.1,    0
               11758,    4175.9,             205.271,     1.9382,    0.1887,    3121.48,    780.37,    32566.95,    0.50456,    0.21624,    36185.5,    0
               11759,    4176.1,             203.2744,    1.9206,    0.1873,    3124.4,    781.1,    32589.72,    0.5124,    0.2196,    36210.8,    0
               11760,    4176.3,             201.3328,    1.914,    0.186,    3147.76,    786.94,    32619.96,    0.50799,    0.21771,    36244.4,    0
               11761,    4176.5,             200.117,     1.9217,    0.1873,    3130.24,    782.56,    32628.06,    0.48629,    0.20841,    36253.4,    0
