&bc
headings_d ='timestep',          'time',          'pf',          'amm',          'nit',                    'frp',                    'no2',                    'salinity',                    'so4',                    'dic',                    'h2s',                    'n2o'
                                    1716,                    1716,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1717,                    1717,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1718,                    1718,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1719,                    1719,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1720,                    1720,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1721,                    1721,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1722,                    1722,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1723,                    1723,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1724,                    1724,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1725,                    1725,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1726,                    1726,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1727,                    1727,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1728,                    1728,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1729,                    1729,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1730,                    1730,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1731,                    1731,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1732,                    1732,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1733,                    1733,                    770,                    28.816,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1734,                    1734,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1735,                    1735,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1736,                    1736,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1737,                    1737,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1738,                    1738,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1739,                    1739,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1740,                    1740,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1741,                    1741,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1742,                    1742,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1743,                    1743,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1744,                    1744,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1745,                    1745,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1746,                    1746,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1747,                    1747,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1748,                    1748,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1749,                    1749,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1750,                    1750,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1751,                    1751,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1752,                    1752,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1753,                    1753,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1754,                    1754,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1755,                    1755,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1756,                    1756,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1757,                    1757,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1758,                    1758,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1759,                    1759,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1760,                    1760,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1761,                    1761,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1762,                    1762,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1763,                    1763,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1764,                    1764,                    826,                    28.609,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1765,                    1765,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1766,                    1766,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1767,                    1767,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1768,                    1768,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1769,                    1769,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1770,                    1770,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1771,                    1771,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1772,                    1772,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1773,                    1773,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1774,                    1774,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1775,                    1775,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1776,                    1776,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1777,                    1777,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1778,                    1778,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1779,                    1779,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1780,                    1780,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1781,                    1781,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1782,                    1782,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1783,                    1783,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1784,                    1784,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1785,                    1785,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1786,                    1786,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1787,                    1787,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1788,                    1788,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1789,                    1789,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1790,                    1790,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1791,                    1791,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1792,                    1792,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1793,                    1793,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1794,                    1794,                    656,                    29.869,                    44,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1795,                    1795,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1796,                    1796,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1797,                    1797,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1798,                    1798,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1799,                    1799,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1800,                    1800,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1801,                    1801,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1802,                    1802,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1803,                    1803,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1804,                    1804,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1805,                    1805,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1806,                    1806,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1807,                    1807,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1808,                    1808,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1809,                    1809,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1810,                    1810,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1811,                    1811,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1812,                    1812,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1813,                    1813,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1814,                    1814,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1815,                    1815,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1816,                    1816,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1817,                    1817,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1818,                    1818,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1819,                    1819,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1820,                    1820,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1821,                    1821,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1822,                    1822,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1823,                    1823,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1824,                    1824,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1825,                    1825,                    589,                    30.984,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1826,                    1826,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1827,                    1827,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1828,                    1828,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1829,                    1829,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1830,                    1830,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1831,                    1831,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1832,                    1832,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1833,                    1833,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1834,                    1834,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1835,                    1835,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1836,                    1836,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1837,                    1837,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1838,                    1838,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1839,                    1839,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1840,                    1840,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1841,                    1841,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1842,                    1842,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1843,                    1843,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1844,                    1844,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1845,                    1845,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1846,                    1846,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1847,                    1847,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1848,                    1848,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1849,                    1849,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1850,                    1850,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1851,                    1851,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    1852,                    1852,                    521,                    32.013,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
